258,228,199,158,104,79,93,162,170,217,256,289,278,275,309,309,337,345,385,407,361,324,358,311
1457,1108,930,890,695,638,630,846,1034,1082,984,942,1182,937,1085,1265,1294,1484,1699,1649,1751,1820,1932,1496
