214,178,143,131,84,86,120,156,211,286,330,521,572,632,708,704,782,714,663,517,436,328,287,225
3426,2173,1919,1727,1380,1416,1725,2339,3143,3701,3461,3372,4671,3909,4141,4605,4310,4563,4883,4372,4280,4161,4099,3211
